"page";"query";"clicks";"impressions";"ctr";"position"
"https://www.manageengine.com/products/eventlog/palo-alto-traffic-analysis.html";"palo alto monitor traffic";3;65;0,0461538461538462;7,47692307692308
"https://www.manageengine.com/products/eventlog/palo-alto-traffic-analysis.html";"palo alto traffic";3;165;0,0181818181818182;10,6666666666667
"https://www.manageengine.com/products/eventlog/pci-compliance-reports.html";"pci compliance software";4;1985;0,00201511335012594;13,3314861460957
"https://www.manageengine.com/products/eventlog/pci-compliance-reports.html";"pci compliance report";3;353;0,0084985835694051;7,47875354107649
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log analyzer";40;243;0,164609053497942;1,15637860082305
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense firewall log analyzer";35;443;0,0790067720090293;2,19864559819413
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense reporting";24;111;0,216216216216216;3,67567567567568
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense reporting tools";24;122;0,19672131147541;2,09836065573771
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense reports";14;71;0,197183098591549;4,69014084507042
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense siem";9;92;0,0978260869565217;5,6304347826087
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense email reports";8;57;0,140350877192982;7,54385964912281
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense audit log";6;67;0,0895522388059701;4,14925373134328
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense monitor user activity";6;113;0,0530973451327434;7,86725663716814
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log viewer";5;49;0,102040816326531;4,77551020408163
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense traffic logs";5;135;0,037037037037037;7,56296296296296
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"log pfsense";4;159;0,0251572327044025;11,0566037735849
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense central management";4;130;0,0307692307692308;9,76153846153846
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense firewall log";4;246;0,016260162601626;8,5
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log";4;322;0,0124223602484472;8,64285714285714
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log traffic";4;312;0,0128205128205128;6,85897435897436
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense";3;4812;0,000623441396508728;36,8424771404821
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log analysis";3;38;0,0789473684210526;1
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense log user activity";3;60;0,05;7,06666666666667
"https://www.manageengine.com/products/eventlog/pfsense-firewall-log-analyzer.html";"pfsense traffic log";3;77;0,038961038961039;8,19480519480519
"https://www.manageengine.com/products/eventlog/print-server-management.html";"manageengine printer management";28;47;0,595744680851064;1,34042553191489
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server logs";12;233;0,0515021459227468;6,21030042918455
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server application";7;194;0,0360824742268041;11,9587628865979
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server management";6;1578;0,00380228136882129;8,02788339670469
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server monitoring tools";6;71;0,0845070422535211;2,8169014084507
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server software";4;1448;0,00276243093922652;27,6995856353591
"https://www.manageengine.com/products/eventlog/print-server-management.html";"windows print server logs";4;196;0,0204081632653061;7,19897959183673
"https://www.manageengine.com/products/eventlog/print-server-management.html";"windows print server reporting";4;32;0,125;4,21875
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print management logs";3;11;0,272727272727273;3,81818181818182
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server event log";3;69;0,0434782608695652;7,2463768115942
"https://www.manageengine.com/products/eventlog/print-server-management.html";"print server log";3;76;0,0394736842105263;5,89473684210526
"https://www.manageengine.com/products/eventlog/print-server-management.html";"windows print server log print jobs";3;48;0,0625;8,9375
"https://www.manageengine.com/products/eventlog/privileged-user-activity-audit.html";"auditing user activity";5;57;0,087719298245614;4,85964912280702
"https://www.manageengine.com/products/eventlog/privileged-user-activity-audit.html";"privileged account activity monitoring";4;109;0,036697247706422;3,87155963302752
"https://www.manageengine.com/products/eventlog/privileged-user-activity-audit.html";"privileged user monitoring and audit";4;231;0,0173160173160173;4,56277056277056
"https://www.manageengine.com/products/eventlog/privileged-user-activity-audit.html";"privilege auditing";3;72;0,0416666666666667;8,05555555555556
"https://www.manageengine.com/products/eventlog/release-notes.html";"eventlog analyzer release notes";27;37;0,72972972972973;1
"https://www.manageengine.com/products/eventlog/release-notes.html";"eventlog analyzer service pack";4;146;0,0273972602739726;3,29452054794521
"https://www.manageengine.com/products/eventlog/request-demo.html";"demo.event log analyzer";5;182;0,0274725274725275;2,13186813186813
"https://www.manageengine.com/products/eventlog/request-demo.html";"eventlog analyzer demo";4;158;0,0253164556962025;2,65822784810127
"https://www.manageengine.com/products/eventlog/request-demo.html";"demo eventlog analyzer";3;223;0,0134529147982063;2,02242152466368
"https://www.manageengine.com/products/eventlog/router-user-activity-tracking.html";"monitoring router activity";5;55;0,0909090909090909;6,94545454545455
"https://www.manageengine.com/products/eventlog/router-user-activity-tracking.html";"how to monitor router activity";3;86;0,0348837209302326;8,94186046511628
"https://www.manageengine.com/products/eventlog/router-user-activity-tracking.html";"monitor router activity";3;142;0,0211267605633803;6,69014084507042
"https://www.manageengine.com/products/eventlog/ru-ru/";"eventlog analyzer";7;55;0,127272727272727;1,38181818181818
"https://www.manageengine.com/products/eventlog/ru-ru/";"event log analyzer";3;14;0,214285714285714;1,92857142857143
"https://www.manageengine.com/products/eventlog/ru-ru/";"eventlog";3;31;0,0967741935483871;5,48387096774194
"https://www.manageengine.com/products/eventlog/ru-ru/windows-event-log-monitoring.html";"<U+0430><U+043D><U+0430><U+043B><U+0438><U+0437> <U+0436><U+0443><U+0440><U+043D><U+0430><U+043B><U+0430> <U+0441><U+043E><U+0431><U+044B><U+0442><U+0438><U+0439> windows";5;24;0,208333333333333;8,91666666666667
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"manageengine siem";109;687;0,158660844250364;1,99272197962154
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"manage engine siem";37;310;0,119354838709677;1,81935483870968
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"siem manageengine";19;142;0,133802816901408;1,93661971830986
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"manageengine siem pricing";9;107;0,0841121495327103;2,8411214953271
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"siem";4;11950;0,000334728033472803;42,7315481171548
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"siem manage engine";4;12;0,333333333333333;1,66666666666667
"https://www.manageengine.com/products/eventlog/security-information-event-management.html";"security information and event management";3;5826;0,000514933058702369;26,2718846549948
"https://www.manageengine.com/products/eventlog/security-information-management-solution.html";"windows event log analysis";7;567;0,0123456790123457;2,55379188712522
"https://www.manageengine.com/products/eventlog/security-information-management-solution.html";"windows event log analyzer";6;69;0,0869565217391304;2,79710144927536
"https://www.manageengine.com/products/eventlog/security-log-management-solution.html";"network security logs";7;133;0,0526315789473684;1,06766917293233
"https://www.manageengine.com/products/eventlog/security-log-management-solution.html";"security log monitoring";4;700;0,00571428571428571;5,73142857142857
"https://www.manageengine.com/products/eventlog/security-log-management-solution.html";"security log";3;896;0,00334821428571429;11,8158482142857
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring is a property of";25;881;0,0283768444948922;3,24858115777526
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring is a property of data security";17;169;0,100591715976331;1,36686390532544
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring";12;1148;0,0104529616724739;1,57229965156794
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log management";10;1398;0,00715307582260372;2,63948497854077
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring is a property of secure logical access";6;106;0,0566037735849057;1
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring is a property of secure network access";5;94;0,0531914893617021;1,04255319148936
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log software";5;51;0,0980392156862745;3,64705882352941
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log";4;1391;0,00287562904385334;12,9920920201294
"https://www.manageengine.com/products/eventlog/server-log-management.html";"server log monitoring tools";4;109;0,036697247706422;9,10091743119266
"https://www.manageengine.com/products/eventlog/service-packs.html";"eventlog analyzer service pack";136;185;0,735135135135135;1
"https://www.manageengine.com/products/eventlog/service-packs.html";"eventlog analyzer upgrade";14;17;0,823529411764706;1
"https://www.manageengine.com/products/eventlog/service-packs.html";"manageengine eventlog analyzer service pack";12;15;0,8;1
"https://www.manageengine.com/products/eventlog/service-packs.html";"manageengine eventlog analyzer update";6;10;0,6;1
"https://www.manageengine.com/products/eventlog/service-packs.html";"eventlog analyzer release notes";3;36;0,0833333333333333;3,66666666666667
"https://www.manageengine.com/products/eventlog/siem-threat-intelligence.html";"siem threat intelligence";11;282;0,0390070921985816;5,99290780141844
